2023-10-08 15:13:48.090 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper-Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.zzyl.service.test.IoTDeviceTest], using SpringBootContextLoader
2023-10-08 20:36:46.142 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: DeptDto, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.370 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: UserVo, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.568 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.569 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.574 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.574 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.575 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.575 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.580 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.581 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.600 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.600 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.601 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.602 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.602 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.603 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.603 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.604 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.610 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.617 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: TradingVo, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.711 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: PostDto, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.712 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.713 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.721 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: PostDto, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.726 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: PostDto, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.736 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: PostDto, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.765 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.766 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.767 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.767 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.768 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.768 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.769 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.770 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.806 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: ResourceDto, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.812 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: ResourceDto, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.818 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: ResourceDto, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.844 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: ResourceDto, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.999 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: roleDto, dataTypeClass: class java.lang.Void
2023-10-08 20:36:47.000 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2023-10-08 20:36:47.000 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2023-10-08 20:36:47.007 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: roleDto, dataTypeClass: class java.lang.Void
2023-10-08 20:36:47.012 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: roleDto, dataTypeClass: class java.lang.Void
2023-10-08 20:36:47.136 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: UserDto, dataTypeClass: class java.lang.Void
2023-10-08 20:36:47.137 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2023-10-08 20:36:47.137 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2023-10-08 20:36:47.143 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: UserDto, dataTypeClass: class java.lang.Void
2023-10-08 20:36:47.151 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 20:36:47.156 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: UserDto, dataTypeClass: class java.lang.Void
2023-10-08 20:36:47.163 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: UserVo, dataTypeClass: class java.lang.Void
2023-10-08 20:36:47.200 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 20:36:47.201 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 20:36:47.201 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 20:36:47.202 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 20:36:47.202 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 20:36:47.203 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 20:36:47.204 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 20:36:47.205 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 20:36:47.227 [main] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Starting...
2023-10-08 20:36:47.543 [main] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Started.
2023-10-08 20:36:47.543 [main] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Starting...
2023-10-08 20:36:47.573 [main] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Started.
2023-10-08 20:36:47.573 [main] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Starting...
2023-10-08 20:36:47.603 [main] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Started.
2023-10-08 20:36:47.603 [main] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Starting...
2023-10-08 20:36:47.612 [main] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Started.
2023-10-08 20:36:47.644 [main] INFO  com.zzyl.service.test.DeptServiceTest-Started DeptServiceTest in 21.437 seconds (JVM running for 23.148)
2023-10-08 20:36:48.476 [AmqpProvider :(1):[amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671]] INFO  org.apache.qpid.jms.JmsConnection-Connection ID:971bdf1e-baf8-4844-b647-17caae994997:1 connected to server: amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671
2023-10-08 20:36:48.477 [QpidJMS Connection Executor: ID:971bdf1e-baf8-4844-b647-17caae994997:1] INFO  com.zzyl.job.AmqpClient-onConnectionEstablished, remoteUri:amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671?amqp.idleTimeout=80000
2023-10-08 20:36:48.849 [AmqpProvider :(2):[amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671]] INFO  org.apache.qpid.jms.JmsConnection-Connection ID:1f9bf6ff-b1b3-4e4f-8225-df33b5f0aebb:1 connected to server: amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671
2023-10-08 20:36:48.849 [QpidJMS Connection Executor: ID:1f9bf6ff-b1b3-4e4f-8225-df33b5f0aebb:1] INFO  com.zzyl.job.AmqpClient-onConnectionEstablished, remoteUri:amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671?amqp.idleTimeout=80000
2023-10-08 20:36:49.196 [AmqpProvider :(3):[amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671]] INFO  org.apache.qpid.jms.JmsConnection-Connection ID:3f2e31f1-f393-43c1-9b7a-c05d61cdacc8:1 connected to server: amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671
2023-10-08 20:36:49.196 [QpidJMS Connection Executor: ID:3f2e31f1-f393-43c1-9b7a-c05d61cdacc8:1] INFO  com.zzyl.job.AmqpClient-onConnectionEstablished, remoteUri:amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671?amqp.idleTimeout=80000
2023-10-08 20:36:49.531 [AmqpProvider :(4):[amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671]] INFO  org.apache.qpid.jms.JmsConnection-Connection ID:ed353362-aa27-423f-8e70-a93b4ee9a3e7:1 connected to server: amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671
2023-10-08 20:36:49.531 [QpidJMS Connection Executor: ID:ed353362-aa27-423f-8e70-a93b4ee9a3e7:1] INFO  com.zzyl.job.AmqpClient-onConnectionEstablished, remoteUri:amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671?amqp.idleTimeout=80000
2023-10-08 20:36:49.613 [main] INFO  com.zzyl.job.AmqpClient-amqp  is started successfully, and will exit after server shutdown 
2023-10-08 20:36:50.674 [SpringApplicationShutdownHook] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Stopping...
2023-10-08 20:36:50.674 [SpringApplicationShutdownHook] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Stopped.
2023-10-08 20:36:50.674 [SpringApplicationShutdownHook] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Stopping...
2023-10-08 20:36:50.674 [SpringApplicationShutdownHook] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Stopped.
2023-10-08 20:36:50.674 [SpringApplicationShutdownHook] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Stopping...
2023-10-08 20:36:50.674 [SpringApplicationShutdownHook] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Stopped.
2023-10-08 20:36:50.675 [SpringApplicationShutdownHook] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Stopping...
2023-10-08 20:36:50.675 [SpringApplicationShutdownHook] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Stopped.
2023-10-08 20:36:50.692 [Thread-9] INFO  com.xxl.job.core.server.EmbedServer->>>>>>>>>>> xxl-job remoting server stop.
2023-10-08 20:36:50.700 [xxl-job, executor ExecutorRegistryThread] INFO  com.xxl.job.core.thread.ExecutorRegistryThread->>>>>>>>>>> xxl-job registry-remove success, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='zzyl-dev-executor', registryValue='http://172.16.17.191:9999/'}, registryResult:ReturnT [code=200, msg=null, content=null]
2023-10-08 20:36:50.700 [xxl-job, executor ExecutorRegistryThread] INFO  com.xxl.job.core.thread.ExecutorRegistryThread->>>>>>>>>>> xxl-job, executor registry thread destory.
2023-10-08 20:36:50.700 [SpringApplicationShutdownHook] INFO  com.xxl.job.core.server.EmbedServer->>>>>>>>>>> xxl-job remoting server destroy success.
2023-10-08 20:36:50.701 [xxl-job, executor TriggerCallbackThread] INFO  com.xxl.job.core.thread.TriggerCallbackThread->>>>>>>>>>> xxl-job, executor callback thread destory.
2023-10-08 20:36:50.701 [Thread-8] INFO  com.xxl.job.core.thread.TriggerCallbackThread->>>>>>>>>>> xxl-job, executor retry callback thread destory.
2023-10-08 20:36:50.722 [SpringApplicationShutdownHook] INFO  o.a.e.impl.asyncexecutor.DefaultAsyncJobExecutor-Shutting down the default async job executor [org.activiti.spring.SpringAsyncExecutor].
2023-10-08 20:36:50.722 [activiti-acquire-async-jobs] INFO  o.a.e.i.asyncexecutor.AcquireAsyncJobsDueRunnable-{} stopped async job due acquisition
2023-10-08 20:36:50.722 [activiti-reset-expired-jobs] INFO  o.a.e.impl.asyncexecutor.ResetExpiredJobsRunnable-{} stopped resetting expired jobs
2023-10-08 20:36:50.722 [activiti-acquire-timer-jobs] INFO  o.a.e.impl.asyncexecutor.AcquireTimerJobsRunnable-{} stopped async job due acquisition
2023-10-08 20:36:50.763 [SpringApplicationShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource-{dataSource-1} closing ...
2023-10-08 20:36:50.769 [SpringApplicationShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource-{dataSource-1} closed
